site,sector,country,tls_version,key_exchange,cdn,attribution
usda.gov,gov,USA,TLSv1.2,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
kontur.ru,control,RUSSIA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
healthline.com,media,USA,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
amazon.com.br,retail,BRAZIL,TLSv1.3,"X25519, 253 bits",Amazon (AWS),No PQC
arcgis.com,control,USA,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
worldbank.org,gov,INTL,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
starlink.com,telco,USA,TLSv1.3,X25519MLKEM768,Fastly,PQC via provider
otto.de,retail,GERMANY,TLSv1.3,"X25519, 253 bits",Fastly,No PQC
deloitte.com,control,USA,TLSv1.2,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
www.gov.br,gov,BRAZIL,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
frontiersin.org,control,SWITZERLAND,TLSv1.3,"X25519, 253 bits",Azure Front Door,No PQC
deepseek.com,control,CHINA,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
daum.net,control,KOREA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
genius.com,control,USA,TLSv1.2,"X25519, 253 bits",Cloudflare,No PQC
hm.com,retail,SWEDEN,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
rutube.ru,media,RUSSIA,TLSv1.3,X25519MLKEM768,Self-hosted,PQC own effort
pixiv.net,control,JAPAN,TLSv1.2,"X25519, 253 bits",Cloudflare,No PQC
playrix.com,control,RUSSIA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
clever.com,control,USA,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
perplexity.ai,control,USA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
jimdo.com,control,GERMANY,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
state.gov,gov,USA,TLSv1.3,"X25519, 253 bits",Amazon CloudFront,No PQC
classlink.com,control,USA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
poki.com,control,NETHERLANDS,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
typeform.com,control,SPAIN,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
linode.com,control,USA,TLSv1.3,X25519MLKEM768,Akamai,PQC own effort
epa.gov,gov,USA,TLSv1.3,"ECDH, prime256v1, 256 bits",Amazon CloudFront,No PQC
coupang.com,retail,KOREA,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
character.ai,control,USA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
ryanair.com,transport,IRELAND,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
nationalgeographic.com,media,USA,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
youku.com,control,CHINA,TLSv1.2,"X25519, 253 bits",Alibaba Cloud,No PQC
repubblica.it,media,ITALY,TLSv1.3,X25519MLKEM768,Fastly,PQC via provider
rackspace.com,control,USA,TLSv1.2,"ECDH, prime256v1, 256 bits",Akamai,No PQC
amazon.com.au,retail,AUSTRALIA,TLSv1.3,"X25519, 253 bits",Amazon CloudFront,No PQC
wyzecam.com,control,USA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
xerox.com,control,USA,TLSv1.2,"X25519, 253 bits",Self-hosted,No PQC
mercadolibre.com.ar,retail,ARGENTINA,TLSv1.3,"X25519, 253 bits",Amazon (AWS),No PQC
lowes.com,retail,USA,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
kleinanzeigen.de,retail,GERMANY,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
corriere.it,media,ITALY,TLSv1.2,"ECDH, prime256v1, 256 bits",Fastly,No PQC
kickstarter.com,control,USA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
weforum.org,gov,INTL,TLSv1.2,"ECDH, prime256v1, 256 bits",Amazon (AWS),No PQC
theatlantic.com,media,USA,TLSv1.2,"X25519, 253 bits",Fastly,No PQC
readthedocs.io,control,USA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
rambler.ru,media,RUSSIA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
pbs.org,media,USA,TLSv1.3,"X25519, 253 bits",Amazon CloudFront,No PQC
umich.edu,university,USA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
kwai.com,control,CHINA,TLSv1.2,"X25519, 253 bits",Self-hosted,No PQC
yandex.com.tr,control,TURKEY,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
note.com,control,JAPAN,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
whitehouse.gov,gov,USA,TLSv1.3,"X25519, 253 bits",Automattic,No PQC
jd.com,retail,CHINA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
caixa.gov.br,bank,BRAZIL,TLSv1.3,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
elmundo.es,media,SPAIN,TLSv1.3,"X25519, 253 bits",Fastly,No PQC
theconversation.com,media,AUSTRALIA,TLSv1.3,X25519MLKEM768,Fastly,PQC via provider
netgear.com,control,USA,TLSv1.2,"ECDH, prime256v1, 256 bits",Amazon CloudFront,No PQC
onet.pl,media,POLAND,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
nexusmods.com,control,USA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
hotstar.com,media,INDIA,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
sofascore.com,media,SLOVENIA,TLSv1.3,X25519MLKEM768,Fastly,PQC via provider
costco.com,retail,USA,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
binance.com,bank,USA,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
nypost.com,media,USA,TLSv1.3,"X25519, 253 bits",Automattic,No PQC
columbia.edu,university,USA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
bol.com,retail,NETHERLANDS,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
quizlet.com,control,USA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
tagesschau.de,media,GERMANY,TLSv1.3,"X25519, 253 bits",Google,No PQC
ecosia.org,control,GERMANY,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
ancestry.com,control,USA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
tesla.com,control,USA,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
odoo.com,control,BELGIUM,TLSv1.3,"X25519, 253 bits",OVH,No PQC
infobae.com,media,ARGENTINA,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
spamhaus.org,control,SWITZERLAND,TLSv1.3,"X25519, 253 bits",Cloudflare,No PQC
huffpost.com,media,USA,TLSv1.3,X25519MLKEM768,Fastly,PQC via provider
docomo.ne.jp,telco,JAPAN,TLSv1.3,"X25519, 253 bits",Amazon (AWS),No PQC
flipkart.com,retail,INDIA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
ubi.com,control,FRANCE,TLSv1.3,"X25519, 253 bits",Amazon (AWS),No PQC
nextcloud.com,control,GERMANY,TLSv1.3,"X25519, 253 bits",Hetzner,No PQC
rbc.ru,media,RUSSIA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
leparisien.fr,media,FRANCE,TLSv1.2,"ECDH, prime256v1, 256 bits",Amazon (AWS),No PQC
redfin.com,control,USA,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
amazon.com.mx,retail,MEXICO,TLSv1.3,"X25519, 253 bits",Amazon (AWS),No PQC
moneycontrol.com,media,INDIA,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
marca.com,media,SPAIN,TLSv1.3,"X25519, 253 bits",Fastly,No PQC
google.ca,control,CANADA,TLSv1.3,X25519MLKEM768,Google,PQC own effort
terra.com.br,media,BRAZIL,TLSv1.3,"X25519, 253 bits",Microsoft (Azure),No PQC
coursera.org,control,USA,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
hilton.com,control,USA,TLSv1.2,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
as.com,media,SPAIN,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
ameba.jp,control,JAPAN,TLSv1.3,X25519MLKEM768,Fastly,PQC via provider
ox.ac.uk,university,UK,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
instructure.com,control,USA,TLSv1.3,X25519MLKEM768,Fastly,PQC via provider
adblockplus.org,control,GERMANY,TLSv1.3,X25519MLKEM768,Fastly,PQC via provider
garmin.com,control,USA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
notion.so,control,USA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
letterboxd.com,control,NEW ZEALAND,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
trendyol.com,retail,TURKEY,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
olx.com.br,retail,BRAZIL,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
xing.com,control,GERMANY,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
crazygames.com,control,BELGIUM,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
bfmtv.com,media,FRANCE,TLSv1.2,"ECDH, prime256v1, 256 bits",Amazon CloudFront,No PQC
oecd.org,gov,INTL,TLSv1.3,X25519MLKEM768,Fastly,PQC via provider
archiveofourown.org,control,USA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
n-tv.de,media,GERMANY,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
yandex.kz,control,KAZAKHSTAN,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
ilovepdf.com,control,SPAIN,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
goal.com,media,UK,TLSv1.2,"ECDH, prime256v1, 256 bits",Amazon (AWS),No PQC
dribbble.com,control,USA,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
servicecanada.gc.ca,gov,CANADA,TLSv1.2,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
hamilton.ca,gov,CANADA,TLSv1.3,X25519MLKEM768,Fastly,PQC via provider
surrey.ca,gov,CANADA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
canadalife.com,bank,CANADA,TLSv1.3,"X25519, 253 bits",Google,No PQC
ia.ca,bank,CANADA,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
eqbank.ca,bank,CANADA,TLSv1.3,X25519MLKEM768,Amazon (AWS),PQC via provider
simplii.com,bank,CANADA,TLSv1.2,"ECDH, prime256v1, 256 bits",Akamai,No PQC
unb.ca,university,CANADA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
upei.ca,university,CANADA,TLSv1.2,"X25519, 253 bits",Microsoft (Azure),No PQC
acadiau.ca,university,CANADA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
stfx.ca,university,CANADA,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
ontariotechu.ca,university,CANADA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
thp.ca,hospital,CANADA,TLSv1.2,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
theroyal.ca,hospital,CANADA,TLSv1.3,X25519MLKEM768,Fastly,PQC via provider
baycrest.org,hospital,CANADA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
islandhealth.ca,hospital,CANADA,TLSv1.3,X25519MLKEM768,Amazon (AWS),PQC via provider
iwk.nshealth.ca,hospital,CANADA,TLSv1.2,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
lhsc.on.ca,hospital,CANADA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
sasktel.com,telco,CANADA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
eastlink.ca,telco,CANADA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
fido.ca,telco,CANADA,TLSv1.3,"X25519, 253 bits",Microsoft (Azure),No PQC
koodomobile.com,telco,CANADA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
teksavvy.com,telco,CANADA,TLSv1.3,"X25519, 253 bits",Microsoft (Azure),No PQC
rona.ca,retail,CANADA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
sportchek.ca,retail,CANADA,TLSv1.2,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
simons.ca,retail,CANADA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
ssense.com,retail,CANADA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
aritzia.com,retail,CANADA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
roots.com,retail,CANADA,TLSv1.3,X25519MLKEM768,Amazon (AWS),PQC via provider
bcferries.com,transport,CANADA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
vercel.com,tech,USA,TLSv1.3,X25519MLKEM768,Amazon (AWS),PQC via provider
netlify.com,tech,USA,TLSv1.3,"X25519, 253 bits",Amazon (AWS),No PQC
cloudinary.com,tech,USA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
twilio.com,tech,USA,TLSv1.2,"ECDH, prime256v1, 256 bits",Fastly,No PQC
datadoghq.com,tech,USA,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
snowflake.com,tech,USA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
mongodb.com,tech,USA,TLSv1.3,"X25519, 253 bits",Amazon CloudFront,No PQC
elastic.co,tech,USA,TLSv1.3,"X25519, 253 bits",Fastly,No PQC
hashicorp.com,tech,USA,TLSv1.3,X25519MLKEM768,Amazon (AWS),PQC via provider
postman.com,tech,USA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
asana.com,tech,USA,TLSv1.3,"X25519, 253 bits",Amazon (AWS),No PQC
monday.com,tech,ISRAEL,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
miro.com,tech,USA,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
airtable.com,tech,USA,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
zapier.com,tech,USA,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
heroku.com,tech,USA,TLSv1.3,"X25519, 253 bits",Automattic,No PQC
auth0.com,tech,USA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
sendgrid.com,tech,USA,TLSv1.3,"X25519, 253 bits",Fastly,No PQC
economist.com,media,UK,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
axios.com,media,USA,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
vox.com,media,USA,TLSv1.3,X25519MLKEM768,Fastly,PQC via provider
politico.com,media,USA,TLSv1.2,"ECDH, prime256v1, 256 bits",Cloudflare,No PQC
propublica.org,media,USA,TLSv1.2,"ECDH, prime256v1, 256 bits",Cloudflare,No PQC
dw.com,media,GERMANY,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
france24.com,media,FRANCE,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
euronews.com,media,FRANCE,TLSv1.3,"X25519, 253 bits",Fastly,No PQC
scmp.com,media,HONGKONG,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
japantimes.co.jp,media,JAPAN,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
straitstimes.com,media,SINGAPORE,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
thehindu.com,media,INDIA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
lloydsbank.com,bank,UK,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
natwest.com,bank,UK,TLSv1.3,"ECDH, prime256v1, 256 bits",Azure Front Door,No PQC
santander.com,bank,SPAIN,TLSv1.3,X25519MLKEM768,Fastly,PQC via provider
ubs.com,bank,SWITZERLAND,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
goldmansachs.com,bank,USA,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
morganstanley.com,bank,USA,TLSv1.2,"ECDH, prime256v1, 256 bits",Akamai,No PQC
americanexpress.com,bank,USA,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
capitalone.com,bank,USA,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
schwab.com,bank,USA,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
coinbase.com,bank,USA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
kraken.com,bank,USA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
revolut.com,bank,UK,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
monzo.com,bank,UK,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
wayfair.com,retail,USA,TLSv1.3,X25519MLKEM768,Fastly,PQC via provider
chewy.com,retail,USA,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
asos.com,retail,UK,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
zalando.com,retail,GERMANY,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
zara.com,retail,SPAIN,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
uniqlo.com,retail,JAPAN,TLSv1.2,"ECDH, prime256v1, 256 bits",Amazon (AWS),No PQC
sephora.com,retail,FRANCE,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
ulta.com,retail,USA,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
newegg.com,retail,USA,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
bhphotovideo.com,retail,USA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
purolator.com,transport,CANADA,TLSv1.3,"X25519, 253 bits",Cloudflare,No PQC
lcbo.com,retail,CANADA,TLSv1.3,X25519MLKEM768,Fastly,PQC via provider
dollarama.com,retail,CANADA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
canadagoose.com,retail,CANADA,TLSv1.2,"X25519, 253 bits",DOSarrest,No PQC
mec.ca,retail,CANADA,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
well.ca,retail,CANADA,TLSv1.3,X25519MLKEM768,Amazon (AWS),PQC via provider
skipthedishes.com,tech,CANADA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
koho.ca,bank,CANADA,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
magna.com,control,CANADA,TLSv1.3,"ECDH, secp521r1, 521 bits",Azure Front Door,No PQC
bombardier.com,transport,CANADA,TLSv1.3,X25519MLKEM768,Imperva (Incapsula),PQC via provider
cn.ca,transport,CANADA,TLSv1.3,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
imf.org,gov,USA,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
wto.org,gov,SWITZERLAND,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
nato.int,gov,BELGIUM,TLSv1.3,X25519MLKEM768,Fastly,PQC via provider
ecb.europa.eu,gov,GERMANY,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
interpol.int,gov,FRANCE,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
clevelandclinic.org,hospital,USA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
hopkinsmedicine.org,hospital,USA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
kaiserpermanente.org,hospital,USA,TLSv1.2,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
mskcc.org,hospital,USA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
uclahealth.org,hospital,USA,TLSv1.3,"X25519, 253 bits",Cloudflare,No PQC
stanfordhealthcare.org,hospital,USA,TLSv1.2,"ECDH, prime256v1, 256 bits",Amazon (AWS),No PQC
cam.ac.uk,university,UK,TLSv1.3,X25519MLKEM768,Fastly,PQC via provider
ethz.ch,university,SWITZERLAND,TLSv1.3,"X25519, 253 bits",Fastly,No PQC
epfl.ch,university,SWITZERLAND,TLSv1.3,"ECDH, prime256v1, 256 bits",Cloudflare,No PQC
nus.edu.sg,university,SINGAPORE,TLSv1.3,X25519MLKEM768,Imperva (Incapsula),PQC via provider
canada.ca,web,CANADA,TLSv1.2,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
videotron.ca,web,CANADA,TLSv1.3,"X25519, 253 bits",Amazon (AWS),No PQC
ebay.ca,web,CANADA,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
kijiji.ca,web,CANADA,TLSv1.3,"X25519, 253 bits",Google,No PQC
blogspot.ca,web,CANADA,TLSv1.3,X25519MLKEM768,Google,PQC own effort
python.ca,web,CANADA,TLSv1.3,X25519MLKEM768,Fastly,PQC via provider
realtor.ca,web,CANADA,TLSv1.3,X25519MLKEM768,Imperva (Incapsula),PQC via provider
radio-canada.ca,web,CANADA,TLSv1.3,"X25519, 253 bits",Amazon (AWS),No PQC
youradchoices.ca,web,CANADA,TLSv1.3,X25519MLKEM768,Squarespace,PQC via provider
d-zone.ca,web,CANADA,TLSv1.2,"X25519, 253 bits",Cloudflare,No PQC
umontreal.ca,web,CANADA,TLSv1.2,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
uwo.ca,web,CANADA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
psiphon.ca,web,CANADA,TLSv1.2,"X25519, 253 bits",Cloudflare,No PQC
centris.ca,web,CANADA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
turbulent.ca,web,CANADA,TLSv1.2,"ECDH, prime256v1, 256 bits",Amazon (AWS),No PQC
eventbrite.ca,web,CANADA,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
freightpass.ca,web,CANADA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
sportsnet.ca,web,CANADA,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
tsn.ca,web,CANADA,TLSv1.2,"ECDH, prime256v1, 256 bits",Amazon (AWS),No PQC
whc.ca,web,CANADA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
newswire.ca,web,CANADA,TLSv1.2,"X25519, 253 bits",Cloudflare,No PQC
pinterest.ca,web,CANADA,TLSv1.3,X25519MLKEM768,Fastly,PQC via provider
uoguelph.ca,web,CANADA,TLSv1.2,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
citynews.ca,web,CANADA,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
bnnbloomberg.ca,web,CANADA,TLSv1.2,"ECDH, prime256v1, 256 bits",Amazon (AWS),No PQC
mywhc.ca,web,CANADA,TLSv1.3,"X25519, 253 bits",OVH,No PQC
huffingtonpost.ca,web,CANADA,TLSv1.3,X25519MLKEM768,Fastly,PQC via provider
autotrader.ca,web,CANADA,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
yelp.ca,web,CANADA,TLSv1.3,X25519MLKEM768,Fastly,PQC via provider
playcasinoonline.ca,web,CANADA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
tvanouvelles.ca,web,CANADA,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
wayfair.ca,web,CANADA,TLSv1.3,X25519MLKEM768,Fastly,PQC via provider
globalresearch.ca,web,CANADA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
casinolead.ca,web,CANADA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
cgocable.ca,web,CANADA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
tripadvisor.ca,web,CANADA,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
sympatico.ca,web,CANADA,TLSv1.2,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
realmoney-casino.ca,web,CANADA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
intuit.ca,web,CANADA,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
realmoneygaming.ca,web,CANADA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
gov.on.ca,web,CANADA,TLSv1.2,"ECDH, prime256v1, 256 bits",Amazon CloudFront,No PQC
macleans.ca,web,CANADA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
cira.ca,web,CANADA,TLSv1.2,"X25519, 253 bits",Cloudflare,No PQC
ancestry.ca,web,CANADA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
yellowpages.ca,web,CANADA,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
cogeco.ca,web,CANADA,TLSv1.3,"X25519, 253 bits",Cloudflare,No PQC
gapcanada.ca,web,CANADA,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
webnames.ca,web,CANADA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
gamblerzone.ca,web,CANADA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
rapidenet.ca,web,CANADA,TLSv1.3,"X25519, 253 bits",OVH,No PQC
jobbank.gc.ca,web,CANADA,TLSv1.2,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
thecanadianencyclopedia.ca,web,CANADA,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
ticketmaster.ca,web,CANADA,TLSv1.2,"X25519, 253 bits",Fastly,No PQC
vianet.ca,web,CANADA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
ourcommons.ca,web,CANADA,TLSv1.3,"X25519, 253 bits",Microsoft (Azure),No PQC
airbnb.ca,web,CANADA,TLSv1.2,"ECDH, prime256v1, 256 bits",Amazon (AWS),No PQC
namespro.ca,web,CANADA,TLSv1.2,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
weather.gc.ca,web,CANADA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
clegc-gckey.gc.ca,web,CANADA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
wowjobs.ca,web,CANADA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
mr-bet.ca,web,CANADA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
adsninja.ca,web,CANADA,TLSv1.3,"X25519, 253 bits",Amazon (AWS),No PQC
cmaj.ca,web,CANADA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
audible.ca,web,CANADA,TLSv1.2,"ECDH, prime256v1, 256 bits",Amazon CloudFront,No PQC
cancer.ca,web,CANADA,TLSv1.3,"X25519, 253 bits",Microsoft (Azure),No PQC
ctv.ca,web,CANADA,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
canadapost-postescanada.ca,web,CANADA,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
canoe.ca,web,CANADA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
ryerson.ca,web,CANADA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
wlu.ca,web,CANADA,TLSv1.2,"ECDH, secp384r1, 384 bits",Self-hosted,No PQC
wemesh.ca,web,CANADA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
uwindsor.ca,web,CANADA,TLSv1.2,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
royallepage.ca,web,CANADA,TLSv1.3,X25519MLKEM768,Google,PQC via provider
polymtl.ca,web,CANADA,TLSv1.3,X25519MLKEM768,Imperva (Incapsula),PQC via provider
nfb.ca,web,CANADA,TLSv1.3,"ECDH, secp384r1, 384 bits",Amazon (AWS),No PQC
crave.ca,web,CANADA,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
rebel.ca,web,CANADA,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
