site,sector,country,tls_version,key_exchange,cdn,attribution
mahaonline.gov.in,gov,INDIA,TLSv1.2,"ECDH, secp521r1, 521 bits",Self-hosted,No PQC
cashify.in,web,INDIA,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
cbse.gov.in,gov,INDIA,TLSv1.2,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
digilocker.gov.in,gov,INDIA,TLSv1.3,"X25519, 253 bits",Amazon CloudFront,No PQC
education.gov.in,gov,INDIA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
nptel.ac.in,web,INDIA,TLSv1.3,"X25519, 253 bits",Google,No PQC
railyatri.in,web,INDIA,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
sheinindia.in,web,INDIA,TLSv1.3,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
skyscanner.co.in,web,INDIA,TLSv1.3,"X25519, 253 bits",Amazon CloudFront,No PQC
allen.in,web,INDIA,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
apollopharmacy.in,web,INDIA,TLSv1.3,"X25519, 253 bits",Google,No PQC
ndtv.in,web,INDIA,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
samarth.edu.in,university,INDIA,TLSv1.3,"X25519, 253 bits",Amazon (AWS),No PQC
shopsy.in,web,INDIA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
decathlon.in,web,INDIA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
reliancedigital.in,web,INDIA,TLSv1.3,"X25519, 253 bits",Google,No PQC
teletype.in,web,INDIA,TLSv1.2,"X25519, 253 bits",Cloudflare,No PQC
tanishq.co.in,web,INDIA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
lsgkerala.gov.in,gov,INDIA,TLSv1.2,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
proteantech.in,web,INDIA,TLSv1.3,"X25519, 253 bits",Google,No PQC
learncbse.in,web,INDIA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
administracionelectronica.gob.es,web,SPAIN,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
google.es,web,SPAIN,TLSv1.3,X25519MLKEM768,Google,PQC own effort
delegaciondelgobierno.gob.es,web,SPAIN,TLSv1.3,"X25519, 253 bits",Amazon CloudFront,No PQC
rtve.es,web,SPAIN,TLSv1.3,X25519MLKEM768,Fastly,PQC via provider
abc.es,web,SPAIN,TLSv1.3,X25519MLKEM768,Fastly,PQC via provider
boe.es,web,SPAIN,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
juntadeandalucia.es,web,SPAIN,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
20minutos.es,web,SPAIN,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
eldiario.es,web,SPAIN,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
eleconomista.es,web,SPAIN,TLSv1.3,"X25519, 253 bits",Google,No PQC
aepd.es,web,SPAIN,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
csic.es,web,SPAIN,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
larazon.es,web,SPAIN,TLSv1.2,"ECDH, prime256v1, 256 bits",Fastly,No PQC
elcorteingles.es,web,SPAIN,TLSv1.2,"ECDH, prime256v1, 256 bits",Akamai,No PQC
tripadvisor.es,web,SPAIN,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
blogspot.com.es,web,SPAIN,TLSv1.3,X25519MLKEM768,Google,PQC own effort
fotocasa.es,web,SPAIN,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
orange.es,web,SPAIN,TLSv1.3,X25519MLKEM768,Imperva (Incapsula),PQC via provider
lavozdegalicia.es,web,SPAIN,TLSv1.2,"ECDH, prime256v1, 256 bits",Amazon (AWS),No PQC
telecinco.es,web,SPAIN,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
europapress.es,web,SPAIN,TLSv1.3,X25519MLKEM768,Fastly,PQC via provider
vinted.es,web,SPAIN,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
carrefour.es,web,SPAIN,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
heraldo.es,web,SPAIN,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
rae.es,web,SPAIN,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
upm.es,web,SPAIN,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
ugr.es,web,SPAIN,TLSv1.2,"X25519, 253 bits",Self-hosted,No PQC
zalando.es,web,SPAIN,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
ucm.es,web,SPAIN,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
decathlon.es,web,SPAIN,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
nic.es,web,SPAIN,TLSv1.2,"ECDH, secp521r1, 521 bits",Amazon CloudFront,No PQC
trevenque.es,web,SPAIN,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
skyscanner.es,web,SPAIN,TLSv1.3,"X25519, 253 bits",Amazon CloudFront,No PQC
flashscore.es,web,SPAIN,TLSv1.3,"X25519, 253 bits",Fastly,No PQC
druni.es,web,SPAIN,TLSv1.3,X25519MLKEM768,Fastly,PQC via provider
clave.gob.es,web,SPAIN,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
semana.es,web,SPAIN,TLSv1.3,"ECDH, secp521r1, 521 bits",Microsoft (Azure),No PQC
juegosonce.es,web,SPAIN,TLSv1.3,"ECDH, prime256v1, 256 bits",F5,No PQC
educacion.gob.es,web,SPAIN,TLSv1.2,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
citapreviadnie.es,web,SPAIN,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
obramat.es,web,SPAIN,TLSv1.3,X25519MLKEM768,Fastly,PQC via provider
fotogramas.es,web,SPAIN,TLSv1.3,X25519MLKEM768,Fastly,PQC via provider
aeolservice.es,web,SPAIN,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
tvguia.es,web,SPAIN,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
administracionespublicas.gob.es,web,SPAIN,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
upv.es,web,SPAIN,TLSv1.2,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
publico.es,web,SPAIN,TLSv1.3,"X25519, 253 bits",Amazon CloudFront,No PQC
um.es,web,SPAIN,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
ebay.es,web,SPAIN,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
usal.es,web,SPAIN,TLSv1.3,X25519MLKEM768,Self-hosted,PQC own effort
cope.es,web,SPAIN,TLSv1.3,"X25519, 253 bits",Amazon CloudFront,No PQC
nationalgeographic.com.es,web,SPAIN,TLSv1.3,"ECDH, secp521r1, 521 bits",Microsoft (Azure),No PQC
unizar.es,web,SPAIN,TLSv1.2,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
jazztel.es,web,SPAIN,TLSv1.3,X25519MLKEM768,Imperva (Incapsula),PQC via provider
huffingtonpost.es,web,SPAIN,TLSv1.2,"X25519, 253 bits",Fastly,No PQC
pinterest.es,web,SPAIN,TLSv1.3,X25519MLKEM768,Fastly,PQC via provider
cervantes.es,web,SPAIN,TLSv1.3,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
navarra.es,web,SPAIN,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
bbva.es,web,SPAIN,TLSv1.3,X25519MLKEM768,Akamai,PQC via provider
uam.es,web,SPAIN,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
uned.es,web,SPAIN,TLSv1.2,"X25519, 253 bits",Self-hosted,No PQC
bancosantander.es,bank,SPAIN,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
uva.es,web,SPAIN,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
lasprovincias.es,web,SPAIN,TLSv1.3,X25519MLKEM768,Fastly,PQC via provider
uc3m.es,web,SPAIN,TLSv1.2,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
sarenet.es,web,SPAIN,TLSv1.3,"ECDH, secp521r1, 521 bits",Self-hosted,No PQC
mediamarkt.es,web,SPAIN,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
lidl.es,web,SPAIN,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
movistar.es,web,SPAIN,TLSv1.2,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
diariodenavarra.es,web,SPAIN,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
ilfattoquotidiano.it,web,ITALY,TLSv1.2,"ECDH, prime256v1, 256 bits",Cloudflare,No PQC
subito.it,web,ITALY,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
idealista.it,web,ITALY,TLSv1.3,X25519MLKEM768,Fastly,PQC via provider
ilmeteo.it,web,ITALY,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
inps.it,web,ITALY,TLSv1.3,X25519MLKEM768,Fastly,PQC via provider
immobiliare.it,web,ITALY,TLSv1.3,X25519MLKEM768,Fastly,PQC via provider
